product_id,price_usd,cost_usd,category,page_view,add_to_cart,purchase_count,click_velocity,cart_to_view_ratio,conversion_rate,gross_margin_pct
93.0,249.08,163.2,Electronics,325,37,19,325,0.11384615384615385,0.05846153846153846,0.3447888228681549
94.0,94.32,73.15,Electronics,522,140,64,522,0.2681992337164751,0.12260536398467432,0.2244486853265478
95.0,77.91,45.31,Electronics,517,128,59,517,0.24758220502901354,0.11411992263056092,0.4184315235528173
96.0,184.15,99.23,Electronics,383,66,18,383,0.17232375979112272,0.04699738903394256,0.4611458050502308
97.0,261.39,172.77,Electronics,349,26,8,349,0.07449856733524356,0.022922636103151862,0.33903362791231484
98.0,429.24,226.14,Electronics,244,12,5,244,0.04918032786885246,0.020491803278688523,0.47316186748672073
99.0,272.43,142.13,Electronics,274,12,2,274,0.043795620437956206,0.0072992700729927005,0.47828800058730686
100.0,486.93,255.7,Electronics,223,14,10,223,0.06278026905829596,0.04484304932735426,0.4748731850574005
101.0,67.97,51.58,Electronics,608,183,80,608,0.30098684210526316,0.13157894736842105,0.24113579520376638
102.0,223.32,148.71,Electronics,347,35,17,347,0.10086455331412104,0.04899135446685879,0.33409457281031696
103.0,54.63,38.94,Electronics,550,171,72,550,0.3109090909090909,0.13090909090909092,0.28720483250961015
104.0,179.28,99.38,Electronics,412,79,37,412,0.19174757281553398,0.08980582524271845,0.4456715751896475
105.0,332.72,186.91,Electronics,277,14,5,277,0.05054151624548736,0.018050541516245487,0.43823635489300317
106.0,184.2,136.51,Electronics,418,64,22,418,0.15311004784688995,0.05263157894736842,0.2589033659066232
107.0,38.75,27.9,Electronics,626,185,76,626,0.2955271565495208,0.12140575079872204,0.28
108.0,323.11,185.37,Electronics,322,12,6,322,0.037267080745341616,0.018633540372670808,0.42629445080622697
109.0,405.24,281.65,Electronics,252,9,4,252,0.03571428571428571,0.015873015873015872,0.30497976507748503
110.0,341.17,261.55,Electronics,305,9,2,305,0.029508196721311476,0.006557377049180328,0.23337339156432277
111.0,422.01,335.38,Electronics,267,18,10,267,0.06741573033707865,0.03745318352059925,0.20527949574654628
112.0,504.4,359.14,Electronics,224,12,6,224,0.05357142857142857,0.026785714285714284,0.28798572561459157
113.0,260.68,157.52,Electronics,326,26,14,326,0.07975460122699386,0.04294478527607362,0.39573423354304127
114.0,38.13,26.22,Electronics,633,173,62,633,0.27330173775671407,0.09794628751974724,0.3123524783634934
115.0,123.05,64.64,Electronics,491,119,49,491,0.24236252545824846,0.09979633401221996,0.47468508736286064
116.0,526.21,368.96,Electronics,203,7,4,203,0.034482758620689655,0.019704433497536946,0.2988350658482356
117.0,424.83,218.18,Electronics,245,12,6,245,0.04897959183673469,0.024489795918367346,0.4864298660640727
118.0,183.35,91.87,Electronics,374,66,25,374,0.17647058823529413,0.06684491978609626,0.4989364603217889
119.0,584.4,388.11,Electronics,217,12,6,217,0.055299539170506916,0.027649769585253458,0.33588295687885006
120.0,580.43,344.12,Electronics,239,15,8,239,0.06276150627615062,0.03347280334728033,0.4071291973192288
121.0,30.61,18.81,Electronics,667,233,97,667,0.3493253373313343,0.1454272863568216,0.3854949362953283
122.0,316.58,177.38,Electronics,301,13,6,301,0.04318936877076412,0.019933554817275746,0.43969928612041187
123.0,81.79,60.94,Electronics,543,141,62,543,0.2596685082872928,0.1141804788213628,0.2549211395036069
124.0,364.48,225.32,Electronics,279,16,6,279,0.05734767025089606,0.021505376344086023,0.3818042142230027
125.0,388.91,204.31,Electronics,242,9,4,242,0.0371900826446281,0.01652892561983471,0.47465994703144687
126.0,404.8,289.35,Electronics,243,10,4,243,0.0411522633744856,0.01646090534979424,0.28520256916996045
127.0,465.66,333.51,Electronics,227,15,7,227,0.06607929515418502,0.030837004405286344,0.28379074861486925
128.0,191.98,131.62,Electronics,366,57,25,366,0.1557377049180328,0.06830601092896176,0.3144077508073757
129.0,500.17,357.37,Electronics,208,11,4,208,0.052884615384615384,0.019230769230769232,0.2855029290041386
130.0,448.3,333.39,Electronics,227,2,0,227,0.00881057268722467,0.0,0.2563238902520634
131.0,501.05,338.32,Electronics,209,12,5,209,0.05741626794258373,0.023923444976076555,0.3247779662708313
132.0,78.5,40.24,Electronics,549,150,58,549,0.273224043715847,0.10564663023679417,0.4873885350318471
133.0,576.92,353.64,Electronics,209,14,5,209,0.06698564593301436,0.023923444976076555,0.3870207307772308
134.0,387.83,266.78,Electronics,260,12,4,260,0.046153846153846156,0.015384615384615385,0.3121212902560401
135.0,308.9,154.76,Electronics,302,12,5,302,0.039735099337748346,0.016556291390728478,0.49899643897701523
136.0,456.51,297.14,Electronics,243,11,5,243,0.04526748971193416,0.0205761316872428,0.34910516746621106
137.0,405.8,210.94,Electronics,264,14,5,264,0.05303030303030303,0.01893939393939394,0.4801872843765402
138.0,173.75,90.76,Electronics,443,76,31,443,0.17155756207674944,0.06997742663656885,0.4776402877697841
139.0,445.72,250.3,Electronics,242,15,7,242,0.06198347107438017,0.028925619834710745,0.43843668670914476
140.0,311.55,191.53,Electronics,304,12,3,304,0.039473684210526314,0.009868421052631578,0.3852351147488365
141.0,467.17,320.05,Electronics,232,10,3,232,0.04310344827586207,0.01293103448275862,0.3149174818588522
142.0,74.16,40.36,Electronics,587,173,78,587,0.29471890971039183,0.13287904599659284,0.4557713052858684
143.0,384.06,207.4,Electronics,274,11,6,274,0.040145985401459854,0.021897810218978103,0.4599802114252981
144.0,306.9,242.99,Electronics,301,13,5,301,0.04318936877076412,0.016611295681063124,0.20824372759856621
145.0,415.15,243.8,Electronics,245,10,7,245,0.04081632653061224,0.02857142857142857,0.4127423822714681
146.0,294.86,188.68,Electronics,303,12,2,303,0.039603960396039604,0.006600660066006601,0.36010309977616495
147.0,207.65,109.17,Electronics,378,58,19,378,0.15343915343915343,0.05026455026455026,0.4742595713941729
148.0,195.07,102.01,Electronics,390,59,28,390,0.15128205128205127,0.07179487179487179,0.47705951709642685
149.0,596.56,367.51,Electronics,223,12,6,223,0.053811659192825115,0.026905829596412557,0.3839513209065307
150.0,361.44,196.09,Electronics,286,15,3,286,0.05244755244755245,0.01048951048951049,0.4574756529437804
151.0,573.06,309.33,Electronics,190,8,6,190,0.042105263157894736,0.031578947368421054,0.46021359019997904
152.0,535.51,380.75,Electronics,219,5,0,219,0.0228310502283105,0.0,0.28899553696476254
153.0,541.69,349.85,Electronics,203,9,5,203,0.04433497536945813,0.024630541871921183,0.35415089811515815
154.0,32.05,20.75,Electronics,668,216,96,668,0.32335329341317365,0.1437125748502994,0.3525741029641185
155.0,202.11,109.59,Electronics,394,56,27,394,0.14213197969543148,0.06852791878172589,0.457770521003414
156.0,210.16,158.05,Electronics,375,49,26,375,0.13066666666666665,0.06933333333333333,0.24795393985534825
157.0,457.92,344.23,Electronics,233,12,3,233,0.05150214592274678,0.012875536480686695,0.24827480782669462
158.0,436.42,336.25,Electronics,216,9,3,216,0.041666666666666664,0.013888888888888888,0.22952660281380324
159.0,242.17,149.63,Electronics,354,43,10,354,0.12146892655367232,0.02824858757062147,0.38212825700953873
160.0,235.6,148.05,Electronics,363,45,16,363,0.12396694214876033,0.0440771349862259,0.37160441426146
161.0,189.96,97.92,Electronics,384,64,25,384,0.16666666666666666,0.06510416666666667,0.4845230574857865
162.0,391.93,213.47,Electronics,262,12,4,262,0.04580152671755725,0.015267175572519083,0.4553364121144082
163.0,321.25,178.92,Electronics,315,17,4,315,0.05396825396825397,0.012698412698412698,0.4430505836575876
164.0,534.03,397.1,Electronics,209,12,3,209,0.05741626794258373,0.014354066985645933,0.2564088159841207
165.0,550.65,430.72,Electronics,208,10,4,208,0.04807692307692308,0.019230769230769232,0.21779714882411688
166.0,440.16,226.61,Electronics,225,10,4,225,0.044444444444444446,0.017777777777777778,0.4851644856415849
167.0,286.99,208.3,Electronics,350,22,7,350,0.06285714285714286,0.02,0.2741907383532527
168.0,306.78,237.32,Electronics,288,18,7,288,0.0625,0.024305555555555556,0.22641632440185144
169.0,127.33,79.51,Electronics,506,103,43,506,0.20355731225296442,0.08498023715415019,0.37555956962224135
170.0,175.77,126.84,Electronics,421,69,29,421,0.16389548693586697,0.0688836104513064,0.2783751493428913
171.0,261.54,149.5,Electronics,328,26,9,328,0.07926829268292683,0.027439024390243903,0.4283857153781449
172.0,170.53,91.39,Home & Kitchen,331,55,18,331,0.1661631419939577,0.054380664652567974,0.4640825661173987
173.0,28.04,18.23,Home & Kitchen,619,198,94,619,0.3198707592891761,0.1518578352180937,0.3498573466476462
174.0,142.09,90.35,Home & Kitchen,360,83,26,360,0.23055555555555557,0.07222222222222222,0.3641354071363221
175.0,117.99,63.94,Home & Kitchen,400,80,33,400,0.2,0.0825,0.4580896686159844
176.0,31.77,19.14,Home & Kitchen,603,204,89,603,0.3383084577114428,0.14759535655058043,0.3975448536355052
177.0,67.39,38.92,Home & Kitchen,500,148,61,500,0.296,0.122,0.4224662412820893
178.0,222.94,161.61,Home & Kitchen,263,43,19,263,0.1634980988593156,0.07224334600760456,0.2750964385036332
179.0,109.33,71.86,Home & Kitchen,390,93,40,390,0.23846153846153847,0.10256410256410256,0.3427238635324248
180.0,91.17,47.28,Home & Kitchen,461,116,36,461,0.25162689804772237,0.07809110629067245,0.4814083580125041
181.0,242.24,130.27,Home & Kitchen,272,30,12,272,0.11029411764705882,0.04411764705882353,0.4622275429326288
182.0,161.11,122.26,Home & Kitchen,337,74,33,337,0.2195845697329377,0.09792284866468842,0.241139594066166
183.0,75.05,43.12,Home & Kitchen,478,118,49,478,0.24686192468619247,0.10251046025104603,0.4254497001998668
184.0,117.01,91.99,Home & Kitchen,400,85,30,400,0.2125,0.075,0.21382787795914887
185.0,219.49,111.18,Home & Kitchen,322,31,11,322,0.09627329192546584,0.034161490683229816,0.4934621167251355
186.0,180.28,138.58,Home & Kitchen,313,50,20,313,0.1597444089456869,0.06389776357827476,0.23130685600177495
187.0,127.56,66.58,Home & Kitchen,397,73,33,397,0.18387909319899245,0.08312342569269521,0.47804954531201005
188.0,215.31,170.45,Home & Kitchen,289,33,14,289,0.11418685121107267,0.04844290657439446,0.2083507500812782
189.0,36.17,19.76,Home & Kitchen,577,182,62,577,0.31542461005199307,0.10745233968804159,0.45369090406414153
190.0,36.13,27.01,Home & Kitchen,606,194,67,606,0.3201320132013201,0.11056105610561057,0.2524218101300858
191.0,213.16,163.81,Home & Kitchen,322,44,16,322,0.13664596273291926,0.049689440993788817,0.23151623193844997
192.0,196.45,98.31,Home & Kitchen,312,57,28,312,0.18269230769230768,0.08974358974358974,0.499567319928735
193.0,146.65,74.98,Home & Kitchen,328,80,33,328,0.24390243902439024,0.10060975609756098,0.4887146266621207
194.0,240.98,165.78,Home & Kitchen,266,29,12,266,0.10902255639097744,0.045112781954887216,0.3120590920408332
195.0,114.98,83.84,Home & Kitchen,418,105,43,418,0.2511961722488038,0.10287081339712918,0.2708297095146982
196.0,82.08,64.27,Home & Kitchen,484,140,53,484,0.2892561983471074,0.10950413223140495,0.2169834307992203
197.0,72.61,53.52,Home & Kitchen,517,142,46,517,0.2746615087040619,0.08897485493230174,0.2629114447045861
198.0,138.99,111.04,Home & Kitchen,368,74,31,368,0.20108695652173914,0.08423913043478261,0.20109360385639255
199.0,164.7,126.02,Home & Kitchen,318,60,23,318,0.18867924528301888,0.07232704402515723,0.23485124468731022
200.0,66.34,38.09,Home & Kitchen,501,126,47,501,0.25149700598802394,0.09381237524950099,0.42583659933675005
201.0,165.92,85.71,Home & Kitchen,354,67,29,354,0.18926553672316385,0.08192090395480225,0.48342574734811955
202.0,222.36,154.35,Home & Kitchen,294,36,12,294,0.12244897959183673,0.04081632653061224,0.3058553696708042
203.0,64.68,40.57,Home & Kitchen,522,149,53,522,0.28544061302681994,0.10153256704980843,0.3727581941867657
204.0,128.31,90.94,Home & Kitchen,371,75,37,371,0.20215633423180593,0.09973045822102426,0.29124775933286573
205.0,96.96,60.01,Home & Kitchen,473,130,56,473,0.2748414376321353,0.11839323467230443,0.3810849834983498
206.0,80.11,60.37,Home & Kitchen,445,121,57,445,0.27191011235955054,0.12808988764044943,0.24641118462114595
207.0,128.97,72.24,Home & Kitchen,386,75,27,386,0.19430051813471502,0.06994818652849741,0.439869737148174
208.0,56.54,36.16,Home & Kitchen,534,143,63,534,0.26779026217228463,0.11797752808988764,0.3604527767951893
209.0,223.44,119.03,Home & Kitchen,297,36,12,297,0.12121212121212122,0.04040404040404041,0.46728428213390616
210.0,156.42,120.28,Home & Kitchen,363,78,34,363,0.21487603305785125,0.09366391184573003,0.23104462344968668
211.0,228.5,118.12,Home & Kitchen,274,38,12,274,0.1386861313868613,0.043795620437956206,0.4830634573304157
212.0,231.26,119.4,Home & Kitchen,265,28,11,265,0.10566037735849057,0.04150943396226415,0.48369800224855136
213.0,44.06,22.72,Home & Kitchen,553,165,69,553,0.298372513562387,0.12477396021699819,0.48433953699500687
214.0,104.4,80.33,Home & Kitchen,415,104,42,415,0.25060240963855424,0.10120481927710843,0.23055555555555562
215.0,37.17,19.47,Home & Kitchen,628,208,94,628,0.33121019108280253,0.14968152866242038,0.4761904761904762
216.0,55.76,38.79,Home & Kitchen,537,149,65,537,0.2774674115456238,0.12104283054003724,0.3043400286944046
217.0,122.23,72.55,Home & Kitchen,387,87,39,387,0.2248062015503876,0.10077519379844961,0.40644686247238815
218.0,211.39,168.16,Home & Kitchen,283,41,16,283,0.14487632508833923,0.05653710247349823,0.2045035242915937
219.0,36.15,18.92,Home & Kitchen,604,190,82,604,0.31456953642384106,0.1357615894039735,0.476625172890733
220.0,110.84,84.85,Home & Kitchen,416,106,48,416,0.2548076923076923,0.11538461538461539,0.23448213641284743
221.0,59.78,36.29,Home & Kitchen,527,150,51,527,0.2846299810246679,0.0967741935483871,0.3929407828705253
222.0,207.28,130.53,Home & Kitchen,308,38,10,308,0.12337662337662338,0.032467532467532464,0.3702720957159398
223.0,123.63,75.64,Home & Kitchen,405,98,45,405,0.2419753086419753,0.1111111111111111,0.3881743913289654
224.0,87.59,63.17,Home & Kitchen,426,111,41,426,0.2605633802816901,0.09624413145539906,0.27879894965178675
225.0,161.6,92.82,Home & Kitchen,324,68,36,324,0.20987654320987653,0.1111111111111111,0.42561881188118816
226.0,107.15,65.65,Home & Kitchen,440,118,52,440,0.2681818181818182,0.11818181818181818,0.38730751283247783
227.0,202.8,105.17,Home & Kitchen,286,43,14,286,0.15034965034965034,0.04895104895104895,0.4814102564102564
228.0,25.08,17.1,Home & Kitchen,697,235,95,697,0.33715925394548063,0.13629842180774748,0.31818181818181807
229.0,90.39,71.06,Home & Kitchen,456,119,39,456,0.26096491228070173,0.08552631578947369,0.2138510897223144
230.0,189.15,133.71,Home & Kitchen,276,46,16,276,0.16666666666666666,0.057971014492753624,0.2931007137192704
231.0,10.91,7.93,Home & Kitchen,755,261,109,755,0.3456953642384106,0.14437086092715232,0.27314390467461047
232.0,237.16,123.23,Home & Kitchen,225,37,21,225,0.16444444444444445,0.09333333333333334,0.48039298363973687
233.0,35.74,25.54,Home & Kitchen,565,177,78,565,0.31327433628318585,0.13805309734513274,0.2853945159485171
234.0,102.76,59.12,Home & Kitchen,433,115,51,433,0.26558891454965355,0.11778290993071594,0.4246788633709615
235.0,128.43,99.97,Home & Kitchen,395,71,33,395,0.17974683544303796,0.08354430379746836,0.22159931480183762
236.0,202.62,146.2,Home & Kitchen,293,46,20,293,0.15699658703071673,0.06825938566552901,0.27845227519494625
237.0,195.47,133.34,Home & Kitchen,315,47,17,315,0.1492063492063492,0.05396825396825397,0.317849286335499
238.0,86.69,52.76,Home & Kitchen,457,122,44,457,0.26695842450765866,0.0962800875273523,0.39139462452416657
239.0,28.96,16.19,Home & Kitchen,627,216,89,627,0.3444976076555024,0.1419457735247209,0.4409530386740331
240.0,69.35,36.02,Home & Kitchen,549,148,57,549,0.26958105646630237,0.10382513661202186,0.4806056236481614
241.0,142.62,85.25,Home & Kitchen,358,73,37,358,0.20391061452513967,0.10335195530726257,0.40225774786145
242.0,247.08,143.17,Home & Kitchen,246,29,9,246,0.11788617886178862,0.036585365853658534,0.4205520479197022
243.0,33.14,21.53,Home & Kitchen,705,247,100,705,0.350354609929078,0.14184397163120568,0.35033192516596257
244.0,51.57,27.84,Home & Kitchen,541,172,61,541,0.3179297597042514,0.11275415896487985,0.46015125072716695
245.0,223.9,127.73,Home & Kitchen,266,41,21,266,0.15413533834586465,0.07894736842105263,0.42952210808396607
246.0,195.73,142.47,Home & Kitchen,316,49,18,316,0.1550632911392405,0.056962025316455694,0.27210953865018134
247.0,80.54,47.02,Home & Kitchen,494,128,48,494,0.2591093117408907,0.09716599190283401,0.41619071268934693
248.0,70.97,41.03,Home & Kitchen,490,138,53,490,0.2816326530612245,0.10816326530612246,0.42186839509651963
249.0,54.58,31.15,Home & Kitchen,521,160,70,521,0.30710172744721687,0.1343570057581574,0.4292781238548919
250.0,55.18,28.66,Home & Kitchen,538,176,83,538,0.3271375464684015,0.15427509293680297,0.4806089162740123
251.0,131.76,75.03,Home & Kitchen,355,74,34,355,0.2084507042253521,0.09577464788732394,0.4305555555555555
252.0,166.8,132.99,Home & Kitchen,347,64,24,347,0.1844380403458213,0.069164265129683,0.2026978417266187
253.0,123.94,92.43,Home & Kitchen,383,97,43,383,0.25326370757180156,0.1122715404699739,0.25423592060674516
254.0,229.45,117.5,Home & Kitchen,299,34,15,299,0.11371237458193979,0.05016722408026756,0.48790586184353885
255.0,38.61,21.5,Home & Kitchen,606,182,69,606,0.30033003300330036,0.11386138613861387,0.44314944314944316
256.0,56.6,29.58,Home & Kitchen,568,167,61,568,0.29401408450704225,0.1073943661971831,0.47738515901060075
257.0,52.66,35.86,Home & Kitchen,552,167,63,552,0.302536231884058,0.11413043478260869,0.3190277250284846
258.0,169.54,85.09,Home & Kitchen,331,59,25,331,0.1782477341389728,0.0755287009063444,0.49811253981361325
259.0,180.33,109.08,Home & Kitchen,328,57,21,328,0.17378048780487804,0.06402439024390244,0.3951089668940277
260.0,91.6,47.01,Home & Kitchen,449,128,36,449,0.28507795100222716,0.0801781737193764,0.48679039301310045
261.0,153.86,107.01,Home & Kitchen,360,60,26,360,0.16666666666666666,0.07222222222222222,0.30449759521643055
